Text,Label
আরে তুই এগুলু ফালতু ভিডিও ছাইরা গালি গুলু কেন সুনতাসত ,sadness
বাবার মৃত্যু কামনা করতে পারিনি। কিন্তু আমার ছোটভাই আমার মত ছিল না। তার শিশুকালের খুব গুরুত্বপূর্ণ একটা সময় গিয়েছে ,anger
পরশ নিয়ে থাকবে না সেতো জীবন ভরে তোমার সাথে ভেবেই দেখ ,love
২৭ মিনিট জোশ ডায়লগ দিছে নিশো😋😋😋 ,love
অনেক ভালো বয় ,joy
ভাইয়া কেমন আছো ,joy
"আমি আছি তুমার পাসে হাফি। ভোই নাই,,আমারে তুমি বিয়া করতে পারো,,, ",love
আমরাও চাই ফাচি চাই ,sadness
আপনারে আমার ভালো লাগে ,love
একাই একটি দলকে কিভাবে লিড করতে হয় সেটা করে দেখিয়েছে নাপোলিতে ,love
তোমাকে সাজেক দেখতে চাই ,joy
এটাকে বলে কথা দিয়ে জুতা পেটা 😂 ,joy
"পুরো দলটা জাতীয় দলে চান্ছ দেয়া হওক ,সাথে কোচ কে,,আর জাতীয় দলে লেংরা জত খাচরা আসবাব পত্র আছে তাদের কে ভিজিট ভিসা দিয়া আফ্রিকার কাইল্লা কোন দেশে পাঠাইয়া দেয়া হওক,,জোর দাবি জানাচ্ছি, ,, ",sadness
বাংলাদেশের সর্বকালের সেরা নাটক জগতের সেরা কিং অভিনেতা আফরান নিশো ❤❤❤ ,love
কে আদনান ভাই কে এই রেস্টুরেন্ট রেকমেন্ড করেছিলেন জানতে চাই! 😜 ,joy
অ্যাম্পিয়ার যত খারাপ সিদ্ধান্ত নেয় কি শুধু কাংলাদেশের জন্য তোরা খেলা বুঝিস না আমার বড় বড় বাতেলা মারিস যতসব কাংলাদেশী ,sadness
খুব সুন্দর লাকছে ,love
অনেক বার গিএছি কলকাতা ,joy
অনেক ভালো লাগছে।জমজ১২ দেড় ঘন্টা চাই।মোশাররফ করিমের সব নাটক ভালো লাগে ,joy
মেয়েটা টা বুঝো কম চিল্লায় বেশি।😁 ,joy
কোন উস্কানিতে বাংলাদেশ যেন অশান্ত না হয় সেটাই আমাদের ব্রত হওয়া উচিত। বড় বড় কথায় পেট চলেনা ,sadness
চিএ গ্রহনে বাটপারি করেছে ,sadness
অসাধারণ একটা নিউজ ,joy
বেশি ভাব হলে যা হয় ,sadness
এদের ক্রসফায়ার করা দরকার ,sadness
লাইন চেক করে :) আর আমাদের দেশে ইলেক্ট্রিসিটি চলে গেলে ,anger
ভাইয়া অনেক ভালো লাগছে আজকে রানার মতো একটি শিশুর পাশে গিয়ে ধারিয়েছেন ,joy
"ধিক্কার এসব বাঙ্গালিদের,,ছি ",sadness
ভাই আমি কিনতে চাই ,joy
হয়ত তোমার মধ্যে পৃথিবী ছাড়া কিছু আছে। সত্যি ,joy
ভাই ও এখন পাবনায় অইখানে জা 🤣🤣🤣🤣 ,joy
এদেরকে ডিম থেরাপি দেয় হক ,sadness
মাগি টাকা নিচে এই ডামা করার জন্য ,sadness
বেশি সুন্দর লেগেছে নিজের বেলায় সলোআনা আমার বেলায় চারআনা ,joy
পাপন সাহেব খেলা বুঝে নাকি উনি তবু যে রাজনীতি খেলা শুধুমাত্র খেলোয়াড়রাই বুঝে যেমন বুঝে মাশরাফি ,sadness
এগিয়েও যাও।ছাড় নয় কাউকে। ,joy
আফ্রিদি ভাই আমি একটু আপনার সাথে দেখা করতে পারি ,joy
তোর কি মাথা খারাপ ,sadness
কী লাগবে কও। পলাশ জানায় ,love
মিননির ফাঁসি চাই খুনিদের সাতে মিননি জরিত আছে ,sadness
হাজারীবাগ ব্লক করো। ,sadness
এত গরমের মধ্যে আপনি এই ড্রেস গুল কিভাবে পড়ে আছেন ভাই মাথায় খেলছে না ,surprise
কিছুই. বুজলাম না ,anger
অন্য সংখ্যা নিলে মাঝে মাঝে ১১ এর চেয়ে . (দশমিক)বেশি আসে!! ,surprise
ভাই একবার চলনবিলে আসেন ভাই প্লিজ ,joy
জমজ ১২তে সিলেটি ভাষা চাই ,joy
এটাতো নির্জন জনশূন্য রাস্তা নয়।তুমিতো কেবল আমার মোটরসাইকেলে চড়তে চেয়েছিলে।আর চেয়েছিলে জোৎস্নাভরা চাদের রুপালি আলোয় ঝলমল করা পৃথিবীর নির্জন জনশূন্য রাস্তায়।তবে কেন তুমি এখন উল্টোটা করছ?এই ,anger
জান তা জুরিয়ে গেলো ,joy
কাবিলা ডাইরেক্ট জস ,love
সেরা কমেন্ট। 😆😆😆😆😀 ,joy
গান টা খুব ভালো লাগলো ,joy
এত্ত অ্যাড ক্যা রে! অ্যাড এর ভিতর নাটক চলছে। ,sadness
হিচা মারি তুদের কোপালে ,sadness
অহ ললনা নটক বুজ আবেক বুজনা ,sadness
"লুচ্ছা শিল্পী বলেছেন হুজুরে সুতরাং শিল্পী রা এমনিতেই জাহান্নামের ক্ষরি আর এসব গানে মানুষের মন থেকে উঠতেছে,,আল্লাহ পাক সবকিছুর হিসাব নিবেন,,এখানে দেহের কথা বলে শিল্পী অনেক নিচু হয়েছে ইহুদী দের চেয়ে ও খারাপ কিছু মুসলমান ",sadness
হামিদ খান খুব একটা ভালো লোক ,joy
"অনেক সন্দর ছিল, আরো বিনোদন পেতে আমাদের চ্যানেল থেকে ঘুরে আসুন☺ ",joy
ঈদের পরে একটা নাটকই জোস লাগলো ,joy
তাওহিদ আফ্রিদি ভাই আল্লাহ্ আপনাকে এবং আপনার সম্মান কে আর ও উচুঁ করে দেউক। ,joy
প্রবাসী ইউটিউব চ্যানেল ,joy
খারাবদের কোন ব্যাখা হয়না........ ,sadness
যাই হোক আপু কিন্তু সুন্দরী। ,joy
শালির বুধা দিয়ে গরম গরম ডিম ঢুকানো ‌উচিত ,sadness
"ভালো বাসি ইসলাম ভালো বাসি দেশের সাহসি সৈনিকদের যারা এই দেশের জাতীয় পতাকা আন্তর্জাতিক আসনে উন্নিত করছে, বাসা রইলো তাদের জন্য, ",love
"বাই আপমাকে গাজিপুর দেকতে চাই,।।।।?? ",joy
মুই ভোলাইয়া - ডাইলে লবন দিছো না দেবা। ও মনু ,joy
ভাইরে কাঁটা চামোচ দিয়ে খেতে গেলেই আমার মনে হয়ে হাতে হ্যান্ড গ্লাভাস পরে খেতে বসেছি আর তাই খাবারের যে তৃপ্তি সেটা আমি কেন জানি মোটেই পাই না !!!!!!!!!!!!! ,anger
নেই কোন বড় ভাই ,anger
ভাই আপনি ভিডিওটি বানান ,joy
মজাদার ফানি ভিডিও ,joy
হতে পারে অবহেলিতের দেশ ,anger
কিসের বালের আয়মান বাল মান??? এগুলো কে আর রোস্ট করবেন না! যত্তসব বাল ছাল আয়মান😊 ,sadness
অনেক মজা পাইলাম তুষার ভাই!! ,joy
আপনি তো একটা ক্রেজি লাভার।প্রেম করতে করতে ভিতরে ঢুইকা গেছেন। 😂😂😂 ,joy
লুটপাট করলেও সেতু তৈরি করতে পারে কিন্তু খালেদার সময় কি করেছিল ,sadness
এদের কঠিন শাস্তির আওতায় আনা উচিত। ,sadness
পেরেজ ভ্যালেন্সিয়ায় বেশ ভালো খেলছে। লামেলা ,joy
"আমার কমেন্টটা আশা করি পুরোটা পড়বে, এই আস্থায় কমেন্ট টা করছি। ",joy
আর উনি মহা সুখে ছেলে- মেয়ে নিয়ে দিন কাটাচ্ছে! এরকম একা নিঃস্বার্থের কি কোনো অর্থ আছে! ঐ টাকেই নিঃস্বার্থ বলে ,joy
ভেবেছো কত টুকু আবেগ নিয়ে চোখের জল ঝড়েছে । চোখের জল তুমি অনেক পাবে ,anger
বাংলাদেশের ৪০ মিনিটের নাটকে যা দেখায় ভারতীয় সিরিয়ালে ৪ বছরেও তা দেখাতে পারেনা। ,joy
মেয়েটা একটা বেয়াদব ,sadness
অন্ধ ভাবে দুজন দুজনকে ভালবাসচ্ছে। এটাই ভালোবাসার পূর্ণ অর্থ । সে হয়তো একটু হাঁসায় আবার হাজার বার কোঁদায় ,love
"আল্লাহ ওনার হায়াত আরো বাড়িয়ে দাও,,খুব ভালো লোক😍 ",love
মাস্টার সাহেব আমাকে একটা অংক দেখিয়ে দেবেন? ফারজানা আমাকে মাস্টার সাহেব বলেই ডাকত।বললাম ,joy
শালার পুলাইন আর কিচু পাওনাই ,sadness
রেষ্টুরেন্টে আসছে যখন ,joy
রাতে ভালোই খেলো। ,joy
ঘাপা ঘপ টা কিন্তু সেরা ছিল ,joy
"মিডিয়া একটা কথা, যে যত তাড়াতাড়ি কাপড় খুলবে, সে তত তাড়াতাড়ি উপরে উঠবে ",sadness
বন্দু পলাশের জন্যা শুভ কামনা রইল ,love
কুত্তার বাচ্চার ফাসি চায়াজ জদি এর বিচার না হয় কাল আরো কিছু করতে পারবে পুরুস জাতিরা ,sadness
নাটকের স্ক্রিপ্ট লিখেছে কোন হালায় ,sadness
সাংবাদিক ভাইরা সারা বছর আওয়ামীলীগ এর কাযালয়ে পড়ে থাকে এই সব পাপিয়া কে খোঁজার সময় তাদের নাই। ,sadness
ভাই হবে রমজান মাসেই হবে রমজান মাসেই হবে রমজান মাসেই হবে ,joy
ছেলেটা মাশাআল্লাহ অনেক সুন্দর ,joy
প্রতিটি গান এইভাবে করার অনুরোধ করছি ,joy
অনেক অপেক্ষা ছিল...ভীষণ মজা পাইলাম😁😁😁 ,joy
ইনসাআল্লাহ রাজি ১০০০০ ,joy
নোয়াখালীর মানিষ আফ্রিদি ভাইয়াত ভক্ত বুঝলা গায়েস ,joy
অনেক অসাধারণ গান ,joy
গাল কেটে রক্ত পড়ছে ,anger
মরিয়া নুরের প্রশংসা করতেই হই কি চমৎকার অভিনয়। ,joy
করছস কী? আমারে তো ডুবাবি । তিনি যথারীতি বুয়াকে বোঝান ,sadness
হঠাৎ করে মনে হল- বিরাট ভুল হয়েছে । সংসার করলে হতো ,anger
এই দুই ভোদার নাটক দেখতে দেখতে বিরক্তি হয়ে গেছি আর ভাল্লাগেনা -_- ,sadness
"তোমার ডায়লগ টা অসাধারণ ছিল,,, ",joy
"সত্য নাটক টা দেখার পর চোখের জল আর আটকাতে পারলাম না, ",anger
আপনাকে খুব সুন্দর লাগতেছে আফু। ,joy
আসসালামু আলাইকুম। ভাই ফেসবুক আইডি থাকলে যোগাযোগ করার অনুরোধ রইলো ,joy
ভাই মিথ্যা বলবো না এক হুজুরের ওয়াজে এই গানটা শুনে আমি ও আজ পুরো গানটা ভিডিও সহ শুনলাম। ,joy
তার হাত শক্তিশালী করা বঙ্গবন্ধুর জন্য অসম্মানজনক ,anger
"ফাঁসি নয়,, ক্রস ফায়ার,,, ",sadness
এই রেস্তোরাঁ টা তেমনও চলে না! তাই জন্যই এই অবস্থা! ,anger
আমার ভয়ার্ত দু'পা নড়বড়ে কাঁপবে। আমি ঠিক এইখানেই থাকব ,fear
তুই কি ডান্ডি টানস???? ,sadness
এই খানকির পোলা শুদু মিথ্যা নিউজ দেই ,sadness
ভাই তোমার নাক এতো মোটা কেনো ,surprise
"ভাইয়া,,কিছু দিনের মধ্যেই নাকি মোবাইল গুলোকে রেজিস্ট্রেশন এর আওতায় আনা হবে,,আন অফিসিয়ালি এই ফোন কিনলে কি ঝামেলা হওয়ার পসিবিলিটি আছে???? বসুন্ধরায় এদের শোরুম এর একজন বলছিল যে আন অফিশিয়ালি ফোন কিনলে নাকি এইসব ঝামেলা হবে সামনে ",fear
বেশী ভালো লাগলো ভাই👌 ,joy
বাঙালী ১৬ আনা ,love
আর কত বার দেখতে হবে বুজতে পারছি না। খুব জোস লাগে দেখতে। বাহ সুমি আমার সাথে যায় তুমি। হাহাহাহা ,joy
অতিথিপরায়ণ নারী হিসেবে তার সুনাম ছিল। আমার কথায় তিনি একটুও রাগ করলেন না। বললেন ,joy
আল-আমিনদের নিষ্পাপ হাসিতে ,joy
ভাই আপ্নি কি আর কোনো খবর পান্না? এটা তো এখনকার জন্য বেপার ই না। এমন অকেজো নিউজ না দিয়া কাজের নিউজ দেন। যত্তসব আজাইরা। ,sadness
ওয়ারফেজ.-একটার পর একটা প্রোগ্রাম হয়। নাচ ,joy
সাগর পাড়ে এক জেলে ছাগল চড়াচ্ছিলো ,surprise
অনেক কম পরিশ্রমটা দেই।আমরা যদি আজ এই সত্যটা উপলব্ধি করতে পারি তবে আমরা হয়তো আমাদের সেরা পরিশ্রমটাই দিতে পারবো। আমরা আমাদের জীবনের ফেলে আসা দিনে ফিরে যেতে পারি না ,anger
বড় মাপের মাদারিচ্ছুদ রে ভাই তোরা🤣🤣🤣তুমি দিবে কিছু আমি দিব কিছু এর মধ্যে জন্ম নিবে ছুট্ট একটা শিশু 🤣🤣🤣😂😂😂 ,joy
"তোমাকে ভাই একটা অনুরোধ করতেছি,তাহলো তোমার অনেক টাকা আছে তুমি তোমার টাকাগুলো রানার মতো এসব মানুষের পিছে খরচ করো আল্লাহ খুশি হবে অনেক,,,,,দোয়া রইলো ভাই তোমার জন্য ",joy
খুব ভালো ছিল ,joy
আসুন আমরা সবাই ৫ ওয়াক্ত নামাজ আদায় করি! ,joy
সঠিক বিচার হোক আর যেন এমন কেউ না হতে পারে। ,sadness
সৌম্যর প্রথম বাউন্ডারি ৬ হইছে।দেয় নাই। ,sadness
তুমি শুধু আমার ,love
"রুবেলের অস্ত্র 'রিভার্স সুইং', 'ইয়র্কার' নয়... ",joy
বেশ্যার বেটার মা বোন রা আগে মানুষকে দেহ দিছিল।তার পর ও মন দেইনি ,sadness
তোমার বলতে হবে না আল্লা মাবুদ নাই সবাই জানে ,sadness
সে সময় ড্রেসিংরুম ছিলো অসাধারণ ,joy
"চিল্লায় কি মার্কেট, পাওয়া যাইবো। ",sadness
আল্লাহ সব লোভ লালসা থেকে আমাদের রক্ষা করো... ,joy
ভালোই হইল ..এই ঈদ এ পাঞ্জাবি কেনার টাকাও ছিলনারে ভাই .. পাচ্ছি তাইলে কি মজা!!... ,joy
এটা কোন হিন্দু না হয় নাস্তিক ,sadness
ঠিক মতো যত্ন নিও। নিজেকে গুছাও ,joy
তাহলে সে কোন না কোন সময় ভুলে যাবেই ছোটখাটো জিনিস। কিন্তু যে নিজেই বুক অফ ক্রিকেট ,anger
সবকিছু অনেক ভালো লাগলো। অাবিসা মনে হয় ফোনে আমার সাথে কথা বলছিল। বলছিল বড়মা আমি বাংলাদেশে আসতে চাই। প্লিজ একবার বাংলাদেশে নিয়ে আয়❤❤❤😘😘😘💞💞💞 ,love
বউ পাগল হওয়াতো ভাল এটাও একটা ইবাদতের মধ্যে শামিল। আপনাদের এই রকম বাজে কমেন্ট করা ঠিক হয় নাই। ,sadness
মিন্নি শরীফ ও এই হত্যাকান্ডে জড়িত...ভিডিও টাতে দেখা যাচ্ছে রিফাত শরীফ কে সন্ত্রাসীরা ধরে নিয়ে যাচ্ছে পেছনে মিন্নি নরমাল ভাবে হেঁটে যাচ্ছে...অতএব এটা বুঝা যাচ্ছে মিন্নি এই খুনের সাথে জড়িত...মিন্নি কে আইনের আওতায় এনে শাস্তি দেওয়া হোক ,sadness
এক্কেবারে জমজের হোগা মাইরা দিছে সালার পুতেরা😡😡😡 ,sadness
আফ্রিদি ভাই কে আমার মত ভালোবাসেন কে কে??? সবার মতামত চাই ,love
এখানে গালি বয় গান গুলো শুনেন এ রকম বন্ধুদের দেখতে চাই ,joy
আমি আর জুয়েল পেছনের সীট পেয়ে গেছি ,joy
"রানার দিকে আর হাত বাড়াতে হবে না ও এমনিই উঠে গেছে! বাকি রানার খোজ লও,আফ্রিদি!!! ",sadness
দ্যা পারফেক্ট সিটিজেন'স ,joy
ওদের লজ্জা হওয়ার ইছিত কারন আমাদের দেশে আইন আদালত পুলিশ কিচু নাই তাই এগুলা করে আবার বিডিও করে ওদে ভয় না তাই এদে কে জনতা সামনে গুলি করে মারলে মানুষ ভয় পাবে এর পরে বলবে দেশে আইন আছে ,sadness
ম্যাচুরিটি আসছে কিছুটা আফ্রিদির🙄 ,joy
আমার লেওরার গান ,sadness
এইটা কি ছিলো ,surprise
জীবনে একটা সুযোগ মিস করছি রে ভাই তার পর আর ছ্যাঁকা খাইতে আর চাই না ,anger
ভাইয়েরা প্লিজ আমার চ্যানেলটা একটু সাপোর্ট করেন প্লিজ। আপনাদের একটুখানি সাপোর্ট আমার কাছে অনেক বড় প্রাপ্তি। ,joy
জিহাদি খান্কির পোলা ডায়লগ চুদাই।মানষের মাইয়াগোর গুদে যখন ধোন ঢুকাস তখন কেমন লাগে।খান্কির পোলা নিজে চুদলে পূণ্য। আর আমরা চুদলেই পাপ ,sadness
নাটক পাগলরা লাইক দেন ,joy
চুরি এটা কমন 🤨 ,anger
সাল্মান ইস বেস্ট ,love
আসসালামু আলাইকুম ভাই আপনাদের ভিডিওটা অনেক সুন্দর হয়েছে নাইস 👌👍ভাই আপনাদের ভিডিওটা নতুন আসলে দেখা যায় না কেন আমি তো কলিং বাটন দিয়ে রাখছি ,joy
আমরা পথে দিন অপেক্ষায় থাকে জমজ নাটকের জন্য কিন্তু এবারের জমজ নাটক জমজ এর মতোই মনে হলো না মনে হলো কাঁদছে দৃশ্যগুলো ইস এ ফুটেজগুলো আলগা লাগানো হয়েছে কোন দৃশ্যমান সঠিক হয়নি মোশারফ করিমের নাটক এর জন্য আমরা যারা অপেক্ষা করেছি তারা সবাই প্রতারণার শিকার হলাম আজ ,anger
কোন দিন বাইরে ১ ঘণ্টা থাকতে পারিনি ,anger
জি ভাই সাবস্ক্রাইব করেছি ,joy
তারা ভালোবাসা পায় না । আর যারা মিথ্যা ভালোবাসে ,anger
ওদের মাইরা ফেলানো উচিত ,sadness
অনেক ভালোত গানটা ,joy
"কি বলা যায়! স্তব্ধ হয়ে যাওয়া ছাড়া আর কিছু করার থাকেনা, এমন গল্প যখন চোখে দেখা যায়। ",surprise
এই ঈদে পান্জাবী চাই চাই 🙄 ,joy
"আল্লাহ তায়ালা সেই বোনটা কে,,, জান্নাতের উচ্চ মাকান দান করুক আমিন ",love
সাফা মাগীকে একে বারে ভাল লাগে না ,sadness
তার প্রিয় খেলা ম্যারাথন ,joy
ছাগলের বাচ্চা ছাগল।ভিডিও বানানোর আর কিছু পাওনা রোস্টিং করো।নাস্তিকদের বিভ্রান্তিকর প্রশ্নের দাঁত ভাঙ্গা জবাব দিয়ে ভিডিও বানাতে পারোনা?কে কি করলো সেটা নিয়ে খালি তোমার চুলকানি?নিজে কি করছো??লোকের পটি খামছানো ছাড়া?? ,sadness
"চোখের পানি ধরে রাকতে পারলাম নাহ ভাই, ",anger
হেব্বি জোস হইছে। কাজল আরেফিন বলে কথা। ,joy
আগে খেলা বুঝ তারপর এইসব বাল ছাল ভিডিও বানাও ,sadness
"অসাধারণ খুব সুন্দর মুসারফ ভাইয়ের কোনো জবাব নাই,,,,,😎😯😯👍👏👏👏 ",joy
আওয়ামী লীগ সভাপতি আমাদের উপর আস্থা রেখে নতুন দায়িত্ব অর্পণ করেছেন ,joy
একা আমি বসে আছি ,anger
ভাই বেড়ালটা তো দেখি নাই ,surprise
"আপুকে অনেক ধন্যবাদ সাহসী কথা বলার জন্য,,,, ",joy
লড়াই করে হারলেও ভাল লাগে।এগিয়ে যাও টাইগার। ,joy
এভাবেই পিটিয়ে হত্যা করা দরকার এদের ,sadness
মনের মাঝে কষ্ট রবে সাথে থাকার একটি আশায় ,anger
সুমাকে আমি বন্ধু মানব। সে হবে আমার খুব ভালো বন্ধু। আমি বললাম ,joy
ভালো হইছে ভাই  ,joy
প্রতিবারের মত সেই হয়ছে গুরু ,joy
কৃষি ও কৃষকের বাণী ,joy
কুত্তার জাতের ফাঁসি চাই 👍 সবার সামনে ফাঁসি দেওয়া হোক ,sadness
কতদিন ওকে দেখিনা ! বলে ঢুকরে কেঁদে ওঠে পরী ! অনেকক্ষন চুপ থাকার পর আমি বললাম- এক সপ্তাহ আগে আমি বাড়ি থেকে এসেছি ,anger
জমজ আর জমেনা ,anger
উপযুক্ত শাস্তি ফাঁসি ,sadness
তাই না কি ,surprise
যার আধ্যাত্মিক ক্ষমতা প্রচুর ,surprise
অসাধারণ লাগছে।।।। 😍😍😍😎😍😎😎😎 ,joy
ঠেলা টা আর একটু করা হলে জোস হইতে🤪🤪🤪🤪 ,joy
তোদের চোরের বইনেরে চুদি ,sadness
এভারের জমজে আমি হতাশ।আশা রাখেনি ,anger
জত্তসব ফালতু তাইলে মানুষ কেমনে বেচে আছে ,sadness
দেখি বিভিন্ন মেসি বিদ্বেষী পেজ এ। তবুও বলি বস তুমি এক জন ভালো মানুষ ,love
পরের ব্লগ চাঁদে করলে খুশি হব। ,joy
হায়রে জুবায়ের কই যেন হারিয়ে গেল জুবায়ের। শুধু মাএ বিসিবির অবহেলায় এই ছেলেটা হারিয়ে গেল। ,anger
শুধুমাত্র রবি প্রিপেইড ব্যবহারকারীদের জন্য ,joy
হাজারো সালাম ভাই ,joy
পুরাই লুল। ডায়লগ গুলা। ,joy
মোট ম্যাচ = ৯ আর্জেন্টিনা জয়ী = ৫ বার আমেরিকা জয়ী = ২ বার ড্র= ২ বার ,joy
অনেক সুন্দর গানটা নাইচ দোয়া করি আরো সুন্দর গান করে ,joy
"আজ মনে হচ্চে ক্রিকেটএর সেরা ফিল্ডিং,, ",joy
যে মেয়ে কিসে পড়ে?? ফ্যামিলি কেমন?? চলাফেরা কেমন??মেয়ে স্টুডেন্ট হিসেবে কেমেন?? তারপর সে বলল মেয়ে ক্লাস ৮ এ পড়ে ,surprise
তোমরা কি এতোদিন পাপিয়ার সোনা ঝরা পানি খাইছিলা? এখন আইছো বাল ছিড়তে। সব সময় দেখি যাকে ধরে তার সব চুষে দিতে। কেন এর আগে পারোনা। দালালি চুদানোর আর জায়গা পাওনা। নাকি জনগনকে বোকা পাইছো? ,sadness
"তুমি শালা নিজেই তো ফেইম দেইখা রানারে হেল্প করতেছো, তা না হলে এর আগে এরকম পথশিশু নিয়া একটা ভিডিও ও বানাও নাই ক্যান? ",sadness
হা হা হা 😂😂😂 ,joy
"ভালো লাগছে,, লাভ ইউ ব্রো ",joy
সে ডিফেন্ডার হিসেবে খুবই ভাল ,joy
ভালবাসি...। হবে তো তুমি আমার… কেন হবে না এত ভালবাসি ,love
ইনশাআল্লাহ এবার শিক্ষার আলো ঘরে ঘরে জ্বলবে ♥️ ,joy
এই গানে বেশির ভাগ মেয়েরাই ডিসলাইক দিছে। ,sadness
২৫০ টাকায় তো ৫ কেজি ভাল মানের চাল পাওয়া যাবে বাজারে 😅😅 ,joy
শান্তির ঠিকানা ইসলাম ,joy
বিচার নাই দেশে ,anger
আমায় এখন আমি কোথায় রাখি । ভাবতে গেলে চোখের পানি ,anger
সেটা দেখে আমার নতুন কুঁড়ি দিনগুলোর কথা মনে পড়েছে। কিআলো ,joy
অহঙ্কারে মোর ঠাসা মাগোতুমি আর কেঁদো না ,anger
বাংলাদেশের পুলিশ চারশ বিশ বাপের পয়দা ,sadness
ওরে কাবিলা আপনাকে সেই লাগচে ,joy
মেয়েটার কথা ঠিক আছে ,joy
সেইটা পরে দেখা যাবে। তুমি যাও তো আগে। আবুল সাহবে কহিলেন ,sadness
অই অই সাদী ফালতু গান গাও কেন ,sadness
তাহসান ভাই তুমি চালিয়ে যাও আমরা তোমার পাশে আছি ,love
রুমিন ভালো কথা বললে অন্যরা গেও গেও করে কেনো ভালো কথা ভালো লাগে না তাদের ,sadness
"আর আফ্রিদি তুমি বড় মনের মানুষ,,,,তোমার ফ্রেন্ড হয়ে গেলাম,,,হ্যান্ড্স আপ👌 ",joy
"নাটক বুঝো, আবেগ বুঝো না...😆 ",anger
আপু শুধু শুধু এই হায়েনা লীগের সাথে তর্ক করে নিজের সম্মান নষ্ট করো না ,anger
আপনি কোথা থেকে বলছেন তা তো বল্লেন না? ,surprise
ড্রোনটা চাই কিভাবে পাব? ,joy
মাল টা কিন্তু জটিল যদি মেয়ে করতে পারতাম ভালো হতো! ,joy
গান না খাওয়ার লিষ্ট🤣🤣🤣 ,joy
সে কখনো তার ভালবাসার মানুষটিকে ছেড়ে যেতে পারেনা! আর যে মানুষটি ছেড়েচলে যায় ,anger
হৃদয়ে বাংলাদেশ 😍😍 ,love
অনেক সুন্দর ভিডিও। ,joy
প্রাণের সিংড়াবাসীর সাথে সকালের শুরুতে। ,joy
লেইরিক্স গুলো পুরা আগুন🔥🔥 ,joy
"যদিও আমি ব্লগ দেখি না, তবে এই ব্লগটা পুরোটা দেখলাম ",joy
বিএনপি তো কাজ না করেই ডাকাতি করেছে।প্রমান ২০০১-২০০৬ বিদ্যুৎ খাতে ২৩ হাজার কোটি টাকা বাজেট করে পুরো লুট করেছে ১ মেগাওয়াট বিদ্যুৎ ও উৎপাদন করতে পারে নি। এটা তো একটা উদাহারন দিলাম আরো ১০০০ ও দেওয়া যাবে। ,sadness
খেলা হব্বে মামা.... ,joy
"অনেক ধন্যবাদ ভাইয়া,,, খুব ভালো লাগলো 💚💚💚💚 ",love
বছ তো বছ কি বলেন ,joy
ভাই আমার পাঞ্জাবি লাগবে। রকেটে পাঠায়ে দাও। 😀😀 ,joy
সবার আনন্দ দেখে ভাল লাগল ,joy
দোয়া ও শুভ কামনা রইলো বাংলাদেশ ক্রিকেট টিমের জন্য। ,joy
এক কথাই দারুন ,joy
মানববন্ধনকারীদের চেতনার শিবিরে আগুন জ্বালিয়ে দেয় না! আর নুসরাতের বাবা ,sadness
আমি আপনাকে কুন ভাশাও ধন্যবাদ দিমু জানীনা তবে খুব খুব খুব ,joy
পদ্মা সেতু হওযায় মধ্যবিত্ত থেকে গরীব হয়ছি এখন এইটা হলে ফকির থেকে মিসকিন হতে হবে। ,anger
মজার বিনোদন 😃😃😃 ,joy
আফরিতি ভাই আপনার ব্লক অনেক ভালোলাগো..😍😍😍😍 ,love
কি মায়া লাগাইলি মোরে।😢😢😢😢 ,anger
"ভাইয়া রাজশাহীর কোথাওকি ব্য্যুফের আয়োজন করা হয়,,,ভিডিও বানালে খুব ভালো হতো। ",joy
ললনা তো আমায় দেখেয় না মন টা ও বুজে না ,anger
অনেক মজা পাইলাম ভাই আফ্রিদি ভাই ,joy
এরপর উদ্ভাসে ক্লাস নিবো। টেন মিনিট স্কুলে ব্লগ লিখবো ,joy
আজ খুব ভাল লাগলো। ,joy
আমি নেশা করতাম তা করার পেছনে একটাই কারন ছিল সেটা হল আমাকে কোন নেশায় ধরত না। যেখানে বন্ধু ,anger
বাংলাদেশ টিম এর একমত্র ভরসা ,love
ছেলেটার ঠোঁটে লিপিস্টিক নেয়া একটু বেশি হয়ে গেছে। ,sadness
সেই লেভেলের একটা নাটক ,joy
ছলছুতোয় ঠিক চলে যায়। যায় সুখের সন্ধানে। ভালোবাসার ঘাটতির জন্যই বোধহয় এমন হয় ,anger
মানবতার চরম নৈতিক অবক্ষয়। বিচার হীনতা অপরাধকে করেছে অপ্রতিরোধ্য। তোদের ধিক্কার আর ধিক্কার জানাই তোদের বিচার ব্যবস্থা কে। ,sadness
"খেত একটা, রাজনীতিবিদ এমন হয়। ",sadness
বোকাচুদা মুস্তাফিজ দরিদ্র ফ্যামিলির ছেলে?আমার বাড়ির পাশে ওর বাড়ি।ফাও প্যাচাল মারার জায়গা পাও না। ,sadness
তখন মেয়েরা বলবেঃ ছেলেরা এমন ই পেছনে ঘোরে । একটা মেয়ে যখন ইশারায় প্রেম করার জন্য একটা ছেলেকে ডাকবে ,surprise
ফাসি হওয়া উচিত এসব মানুষের ,sadness
আফরিদি ভাই এজন ভর মনের মানুষ তা আবার দেখিয়ে দিলেন ,joy
খানকির পুত মারকা গান ,sadness
যে নাকি অবনীর অস্তিত্বের সীমানা ,surprise
তেরা গাথা গানটির নকল ,surprise
